,node_id,name,alias,concept_class,prop_id,definition_text
373,25431,risk,,ctp_C3,trm_4a3fd79d0afcf,"Formally and mathematically speaking, the minimal definition of risk is what (Rothschild and Stiglitz, 1970) call a mean-preserving increase in dispersion. A typical example is a gamble offering $400 or $600 based on the outcome of a coin flip (i.e. with equal probability (50%)); this is less risky as compared to a similar gamble offering $200 or $800 [again depending on the outcome of a coin flip]. Notice here that the mean outcome (or âexpected valueâ) remains the same for both gambles.

Thus risk can increase by keeping both the probabilities and the expected value the same. 

There are other approaches to risk that are less mathematically stringent but have higher ecological validity. For instance increasing the probability of a (positive outcome) is associated with a reduced perception of risk. Notice though now that the expected value (or the mean outcome) also increases. So, it is difficult in that case to disentangle the two metrics.

Many times  the term risk is associated with the probability of a negative outcome, or what is formally called downside risk. This idea is mostly due to the way actuarial science and insurance companies (which are more interested in the negative aspects of risk) use the term. For instance, the statement, ânow we increase the risk,â might be translated as taking more perilous actions, but formally, this is not the case. The point of risk is that the opportunity also increases (âupsideâ risk). Thus, a situation that is riskier can be attractive, especially if the agent focuses on the positive outcomes.

Another approach is the so-called âmoment-basedâ approach. Here, one is interested in the second or higher moments of a distribution, roughly corresponding to variance, skewness and kurtosis. Skewness is of particular interest because it seems that risk-seeking persons (gamblers) can be attracted by positively skewed outcomes. Bets that offer a small probability of a high outcome are  attractive to gamblers (Garrett and Sobel, 1999).

Overall, risk is not a unitary concept and should be very carefully defined.

Note that the term risk as used here should be distinguished from the way the term is used in sentences such as &#34;risk of developing Parkinson&#39;s disease&#34;. An epidemiologist could help on the definition in that context.

Input by other contributors:
the probability or likelihood that an event will occur; possibility of loss or injury; someone or something that creates or suggests a hazard; the chance that an investment will lose value."
374,25432,route knowledge,,,trm_4a3fd79d0afda,is represented as a series of directions to follow to get from one place to another.
375,25433,routine,,,trm_4a3fd79d0afe6,a regular course of procedure; habitual or mechanical performance of an established procedure; a reiterated speech or formula; a sequence of computer instructions for performing a particular task.
376,25434,rule,,,trm_4a3fd79d0aff2,a method for performing a psychological operation
377,25435,rule learning,,ctp_C5,trm_4a3fd79d0affd,"process in which a participant gradually acquires knowledge about a fixed but unstated standard that defines, for example, the acceptability of a response or membership of category"
378,25436,sadness,,ctp_C8,trm_4a3fd79d0b014,"an emotion  characterized by feelings of unhappiness, disadvantage, loss, and helplessness."
379,25437,salience,,,trm_4a3fd79d0b020,a parameter of a stimulus that indexes its effectiveness.
380,25438,schema,,ctp_C3,trm_4a3fd79d0b02c,a structured representation that includes a particular organized way of perceiving and responding to a complex situation or set of stimuli.
381,25439,search,,ctp_C2,trm_4a3fd79d0b037,"to look into or over carefully or thoroughly in an effort to find or discover something; to look through or explore by inspecting possible places of concealment or investigating suspicious circumstances; to look at as if to discover or penetrate intention or nature; to uncover, find, or come to know by inquiry or scrutiny."
382,25440,selective attention,"controlled attention, directed attention",ctp_C2,trm_4a3fd79d0b043,"When multiple external sensory inputs are present, the process of dedicating cognitive and perceptual resources to one type/set of input and attenuating receptiveness to other inputs."
383,25441,self monitoring,,ctp_C4,trm_4a3fd79d0b05e,monitoring of one&#39;s own behavior.
384,25442,semantic category,,ctp_C6,trm_4a3fd79d0b06b,"is a grouping of vocabulary within a language, organizing words which are interrelated and define each other in various ways. Also referred to as a semantic field.

"
385,25443,semantic knowledge,,ctp_C6,trm_4a3fd79d0b077,"long-established knowledge about objects, facts, and word meanings."
386,25444,semantic memory,,ctp_C6,trm_4a3fd79d0b083,"refers to one&#39;s conceptual knowledge and includes the meanings of words, factual information about the world, and other information not related to specific events or episodes"
387,25445,semantic working memory,,ctp_C4,trm_4a3fd79d0b08f,Working memory for meaning
388,25446,sensory memory,sensory-information store; sensory register,ctp_C5,trm_4a3fd79d0b09a,"brief storage of sensory information in each of the senses, which temporarily holds material (e.g., a perceptual experience) for recoding into another memory (such as short-term memory) or for comprehension."
389,25447,sequence learning,,ctp_C5,trm_4a3fd79d0b0a6,learning of a sequence of items or responses in the precise order of their presentation.
390,25448,serial learning,,ctp_C5,trm_4a3fd79d0b0b1,The process of acquiring information in sequence and following an order that must be preserved at recall.
391,25449,serial processing,"intermittent processing, sequential processing",,trm_4a3fd79d0b0bd,information processing in which only one sequence of processing operations is carried on at a time.
392,25450,serial search,,ctp_C2,trm_4a3fd79d0b0c8,The process of identifying a target within a set of candidate elements by testing the identity of each element against the identity of the sought after target one at a time.
393,25451,shallow processing,,,trm_4a3fd79d0b0df,"a mode of thinking in which one pays attention only to appearances and other superficial aspects of the material, typically leading to poor memory retention."
394,25452,shame,,ctp_C8,trm_4a3fd79d0b0eb,"a painful emotion caused by consciousness of guilt, shortcoming, or impropriety; a condition of humiliating disgrace or disrepute; something that brings censure or reproach."
395,25453,short-term memory,STM,ctp_C5,trm_4a3fd79d0b0f7,"A limited-capacity and short-lasting representation of information in the mind. The duration of short-term memory is on the order of seconds, while its capacity is on the order of 4 to 9 independent items."
396,25454,skepticism,,,trm_4a3fd79d0b10e,an attitude of doubt or a disposition to incredulity either in general or toward a particular object.
397,25455,skill,,ctp_C5,trm_4a3fd79d0b11a," Proficiency, facility, or dexterity that is acquired or developed through training or experience."
398,25456,skill acquisition,skill learning,ctp_C5,trm_4a3fd79d0b125,The process of learning to perform a task or set of tasks with increasing facility. Typically implies the formation of procedural (as distinct from semantic or episodic) memories.
399,25457,Gestalt grouping,,,trm_4fb3f4d58aeb0,"the ways in which elements are perceived to be grouped together, most often described for auditory and visual perception, but may also be a factor for other modalities"
400,25458,social cognition,,ctp_C9,trm_4a3fd79d0b13d,"the encoding, storage, retrieval, and processing, in the brain, of information relating to conspecifics, or members of the same species."
401,25459,social context,,ctp_C9,trm_4a3fd79d0b148,the identical or similar social positions and social roles as a whole that influence the individuals of a group.
402,25460,social intelligence,,ctp_C9,trm_4a3fd79d0b154,the ability to function successfully in interpersonal situations.
403,25461,somatosensation,somatosensory perception,ctp_C1,trm_4a3fd79d0b160,"the components of the central and peripheral nervous systems that receive and interpret sensory information from organs in the joints, ligaments, muscles, and skin. This system processes information about the length, degree of stretch, tension, and contraction of muscles; pain; temperature; pressure; and joint position."
404,25462,source memory,,ctp_C5,trm_4a3fd79d0b18f,"the episodic source from which a specific item was acquired (e.g., from a person, a book, or television (Schacter, Kaszniak, Kihlstrom, & Valdiserri, 1991, p. 559)."
405,25463,source monitoring,,ctp_C5,trm_4a3fd79d0b19b,The process of identifying the the source or context at acquisition of information that has been stored in memory.
406,25464,spatial ability,,ctp_C1,trm_4a3fd79d0b1a6,"skill in perceiving the visual world, transforming and modifying initial perceptions, and mentally recreating spatial aspects of one&#39;s visual experience without the relevant stimuli."
407,25465,spatial attention,,ctp_C2,trm_4a3fd79d0b1b2,"The allocation or prioritization of mental resources based on spatial coordinates (with respect to the body, head etc)."
408,25466,spatial cognition,,,trm_4a3fd79d0b1bd,"the acquisition, organization, utilization, and revision of knowledge about spatial environments."
409,25467,spatial memory,,ctp_C5,trm_4a3fd79d0b1d5,the part of memory  responsible for recording information about one&#39;s environment and its spatial orientation.
410,25468,spatial working memory,,ctp_C2,trm_4a3fd79d0b1e0,The ability to maintain online information that relates to space. This process has limited capacity and its contents are not stored permanently.
411,25469,speech perception,,ctp_C6,trm_4a3fd79d0b1f7,"the process by which the sounds of language are heard, interpreted and understood. "
412,25470,speech processing,,ctp_C6,trm_4a3fd79d0b238,the processing of speech signals
413,25471,speech production,,ctp_C6,trm_4a3fd79d0b247,"is the process by which spoken words are selected to be produced, have their phonetics formulated and then finally are articulated by the motor system in the vocal apparatus. Speech production can be spontaneous such as when a person creates the words of a conversation, reaction such as when they name a picture or read aloud a written word, or a vocal imitation such as in speech repetition.  Speech production is not the same as language production since language can also be produced manually by signs.
"
414,25472,spreading activation,,,trm_4a3fd79d0b26d,"a method for searching associative networks, neural networks, or semantic networks; the search process is initiated by labeling a set of source nodes (e.g. concepts in a semantic network) with weights or &#34;activation&#34; and then iteratively propagating or &#34;spreading&#34; that activation out to other nodes linked to the source nodes."
415,25473,stereopsis,,ctp_C1,trm_4a3fd79d0b279,the process in visual perception leading to the sensation of depth from the two slightly different projections of the world onto the retinas of the two eyes.
416,25474,stereotypes,,ctp_C9,trm_4a3fd79d0b285,"something conforming to a fixed or general pattern; a standardized mental picture that is held in common by members of a group and that represents an oversimplified opinion, prejudiced attitude, or uncritical judgment."
417,25475,strategy,,,trm_4a3fd79d0b29c,A plan of action designed to achieve a particular goal.
418,25476,stress,,ctp_C8,trm_4a3fd79d0b2a8,"refers to the consequence of the failure of an organism â human or animal â to respond appropriately to emotional or physical threats, whether actual or imagined.
"
419,25477,sublexical route,,ctp_C6,trm_4a3fd79d0b2b4,"is a theoretical component of Coltheart&#39;s dual-route reading model that refers to using spelling-to-sound correspondences to convert a written word (i.e. orthography) into a spoken word (i.e. phonology).  In other words, it is the route by which letters are linked to their sounds and the sounds are assembled into a whole word pronunciation.  It complements the lexical route where the whole word is recognized and linked to its sound."
420,25478,subliminal perception,,ctp_C1,trm_4a3fd79d0b2bf,"a visual or auditory message that is allegedly perceived psychologically, but not consciously;
occurs when a stimulus is too weak to be perceived yet a person is influenced by it.
"
421,25479,supervisory attentional system,,ctp_C4,trm_4a3fd79d0b2fa,"a loosely defined collection of brain processes that are responsible for planning, cognitive flexibility, abstract thinking, rule acquisition, initiating appropriate actions and inhibiting inappropriate actions, and selecting relevant sensory information."
422,25480,surprise,,ctp_C8,trm_4a3fd79d0b306,a brief emotional state that is the result of experiencing an unexpected relevant event.
423,25481,sustained attention,,ctp_C2,trm_4a3fd79d0b311,the ability to maintain a consistent behavioral response during continuous and repetitive activity.
424,25482,syntactic parsing,,ctp_C6,trm_4a3fd79d0b340,"the way that human beings, rather than computers, analyze a sentence or phrase (in spoken language or text) in terms of grammatical constituents, identifying the parts of speech, syntactic relations, etc."
425,25483,syntactic processing,,ctp_C6,trm_4a3fd79d0b34b,processing of the structural and grammatical aspects of language
426,25484,syntax,,ctp_C6,trm_4a3fd79d0b357,"the way in which linguistic elements (as words) are put together to form constituents (as phrases or clauses); a connected or orderly system, harmonious arrangement of parts or elements."
427,25485,taste aversion,,ctp_C8,trm_4a3fd79d0b363,"occurs when the taste of a certain food is associated with symptoms caused by a toxic, spoiled, or poisonous substance;  generally caused after ingestion of the food causes nausea, sickness, or vomiting. The ability to develop a taste aversion is considered an adaptive trait or survival mechanism that trains the body to avoid poisonous substances (e.g., poisonous berries) before they can cause harm."
428,25486,text comprehension,,ctp_C6,trm_4a3fd79d0b37a,Intentional thinking during which meaning is constructed through interactions between text and reader.
429,25487,text processing,,ctp_C6,trm_4a3fd79d0b386,The handling of alphabetic characters
430,25488,theory of mind,mentalizing,ctp_C9,trm_4a3fd79d0b392,"the ability for a person to connect emotional states to themselves and others and understand that other people may have different  beliefs, desires, or intentions from one&#39;s self.  It is intimately connected with the development of a person&#39;s ability to analyze and interpret the intentions of others."
431,25489,thermosensation,,ctp_C1,trm_4a3fd79d0b39d,the sensory perception of thermal stimuli.
432,25490,top down processing,,ctp_C4,trm_4a3fd79d0b3cb,"perceptions formed by starting with the larger concept or idea, then working down to the finer details of that concept or idea."
433,25491,traumatic memory,,ctp_C5,trm_4a3fd79d0b3ef,"A type of memory results from trauma experience, such as a natural disaster or violent events."
434,25492,uncertainty,,ctp_C3,trm_4a3fd79d0b3fa,the lack of knowledge regarding the likelihood of potential outcomes
435,25493,unconscious process,,ctp_C2,trm_4a3fd79d0b406,a mental process that you are not directly aware of.
436,25494,utility,,ctp_C3,trm_4a3fd79d0b412,a measure of the subjective worth of an outcome.
437,25495,valence,,ctp_C8,trm_4a3fd79d0b429,"the degree of attractiveness an individual, activity, or thing possesses as a behavioral goal."
438,25496,verbal fluency,,ctp_C6,trm_4a3fd79d0b44c,the ability to rapidly access your mental vocabulary while talking or writing.
439,25497,verbal memory,,ctp_C5,trm_4a3fd79d0b457,Recall based on spoken words.
440,25498,optical illusion,visual illusion,,trm_4fb2c38960950,A phenomenon in which what is visually perceived does not reflect the nature of the objective stimulus.
441,25499,visual attention,,ctp_C2,trm_4a3fd79d0b46f,"two-stage process in which attention is distributed uniformly over the external visual scene and processing of information is performed in parallel, attention is then concentrated to a specific area of the visual scene (i.e. it is focused), and processing is performed in a serial fashion."
442,25500,visual buffer,,ctp_C1,trm_4a3fd79d0b47b,a short-term memory store for visual information
443,25501,visual imagery,,,trm_4a3fd79d0b487,"an experience that, on most occasions, significantly resembles the experience of perceiving some object, event, or scene, but occurs when the relevant object, event, or scene is not actually present to the senses.
"
444,25502,visual masking,masking,ctp_C1,trm_4a3fd79d0b492,the reduction or elimination of the visibility of a brief a target stimulus by the presentation of a second stimulus (the mask) contiguous in space and/or time
445,25503,visual memory,,ctp_C5,trm_4a3fd79d0b49e,a part of memory  preserving some characteristics of our senses pertaining to visual experience.
446,25504,visual object recognition,,ctp_C1,trm_4a3fd79d0b4a9,is the process of identifying an object based on its visual attributes
447,25505,visual perception,,ctp_C1,trm_4a3fd79d0b4b5,"Visual perception is the ability to interpret the surrounding environment by processing information that is contained in visible light. The resulting perception is also known as eyesight, sight, or vision."
448,25506,visual representation,,ctp_C1,trm_4a3fd79d0b4c1,An internal representation of visual information
449,25507,visual search,,ctp_C2,trm_4a3fd79d0b4cd,"orienting for targets in an array or a natural scene, through both covert and overt shifts in attention; this is different from the visual search task in that it refers to a general phenomenon and not to a paradigm."
450,25508,visual working memory,,ctp_C2,trm_4a3fd79d0b4d8,The ability to maintain visual information online for a limited time interval (~ 4 sec). This information is not stored permanently.
451,25509,visuospatial sketch pad,,ctp_C4,trm_4a3fd79d0b507,"The cognitive construct and mental process of temporarily storing visual and spatial information for online use in operations of working memory (c.f., Alan Baddeley) . "
452,25510,wisdom,,,trm_4a3fd79d0b530,accumulated philosophic or scientific learning.
453,25511,word comprehension,,ctp_C6,trm_4a3fd79d0b548,the ability to understand the meaning of words.
454,25512,word generation,word production,ctp_C6,trm_4a3fd79d0b55f,The cognitive process of producing words on ones own term instead of extracting them from an outside source.  
455,25513,word order,,ctp_C6,trm_4a3fd79d0b56b,is the sequence of the syntactic constituents of a language.
456,25514,word pronunciation,,ctp_C6,trm_4a3fd79d0b583,"is the act or result of producing the sounds of speech, including articulation, stress, and intonation, often with reference to some standard of correctness or acceptability."
457,25515,word recognition,,ctp_C6,trm_4a3fd79d0b58f,the ability of a reader to recognize words correctly and virtually effortlessly.
458,25516,word repetition,overt repetition,ctp_C6,trm_4a3fd79d0b59b,Overt pronounciation of auditorily presented words
459,25517,working memory,,ctp_C4,trm_4a3fd79d0b5a7,"active maintenance and flexible updating of goal/task relevant information (items, goals, strategies, etc.) in a form that resists interference but has limited capacity. These representations may involve flexible binding of representations, may be characterized by the absence of external support for the internally maintained representations, and are frequently temporary due to ongoing interference
"
460,25518,action initiation,,ctp_C7,trm_4a3fd79d0b5c0,the facilitation or initiation of an act
461,25519,attention shift,,ctp_C2,trm_4a3fd79d0b5d7,The change that occurs when information that is currently active in the mind is replaced by other information. The information content is typically sensory in nature.
462,25520,attention span,,ctp_C2,trm_4a3fd79d0b5e3,Amount of time or space that an individual can dedicate to particular task or content without becoming distracted.
463,25521,attentional focusing,,ctp_C2,trm_4a3fd79d0b5ef,The ability to focus attention on cues in the environment that are relevant to the task in hand; can also include suppression of distracting stimuli
464,25522,attention shifting,,ctp_C2,trm_4a3fd79d0b5fb,The process by which information that is currently relevant in the mind is replaced by other information. This information is typically sensory in nature but may also be semantic.
465,25523,set shifting,"mental set shifting, task set reconfiguration",ctp_C4,trm_4a3fd79d0b607,disengagement of an irrelevant task set and subsequent engagement of a relevant task set despite interference and/or priming
466,25524,task switching,,ctp_C4,trm_4a3fd79d0b613,"The process of switching from one task or goal to another, depending on the context or instructions, that is, the process of switching between task sets."
467,25525,decision,,ctp_C3,trm_4a3fd79d0b61f,"The outcome of a process during which a choice is made, usually between several possible options"
468,25526,framing,,ctp_C3,trm_4a3fd79d0b636,"Framing is a method of biasing opinions- a framing effect occurs when the description of information, such as a speaker presenting an issue, has an emphasis on a subset of potentially <br />
relevant considerations and causes individuals to focus on these considerations when constructing their opinions."
469,25527,risk aversion,,,trm_4a3fd79d0b642,None
470,25528,risk seeking,,ctp_C3,trm_4a3fd79d0b64e,"The willingness of an individual to choose an option with a less-than-certain probability of reward over an option with a certain reward of equal or higher expected value. 

BEHAVIORAL PHENOMENA"
471,25529,emotion perception,,ctp_C8,trm_4a3fd79d0b65a,The process involving understanding feelings with different valences of oneself or of others
472,25530,emotion recognition,,ctp_C8,trm_4a3fd79d0b665,The process of assigning an emotion to one of the discrete categories of emotion available in a particular culture.
473,25531,emotional bonding,,ctp_C9,trm_4a3fd79d0b671,"A process of bringing people together based on mutually shared emotions.
"
474,25532,empathy,,ctp_C8,trm_4a3fd79d0b67d,"The act of understanding, being aware of, being sensitive to, and or experiencing the feelings, thoughts, and experience of another. "
475,25533,fear,acute threat,ctp_C8,trm_4a3fd79d0b689,"A state of high negative emotional arousal triggered by an impending threat (real or imaginary) and generally associated with the flight or fight response. Fear is the activation of the brainâs defensive motivational system to promote behaviors that protect the organism from perceived danger. Normal fear involves a pattern of adaptive responses to conditioned or unconditioned threat stimuli (exteroceptive or interoceptive). Fear can involve internal representations and cognitive processing, and can be modulated by a variety of factors."
476,25534,frustration,,ctp_C8,trm_4a3fd79d0b695,a deep chronic sense or state of insecurity and dissatisfaction arising from unresolved problems or unfulfilled needs.
477,25535,grief,,ctp_C8,trm_4a3fd79d0b6a1,deep and poignant distress caused by or as if by bereavement.
478,25536,happiness,,ctp_C8,trm_4a3fd79d0b6ad,"a state of mind or feeling characterized by contentment, love, satisfaction, pleasure, or joy."
479,25537,discourse,,ctp_C6,trm_4a3fd79d0b6c5,"the capacity of orderly thought or procedure, verbal interchange of ideas; formal and orderly and usually extended expression of thought on a subject, connected speech or writing, linguistic unit larger than a sentence."
480,25538,discourse comprehension,,ctp_C6,trm_4a3fd79d0b6d1,Discourse comprehension is the act of interpreting a written or spoken message by integrating the incoming information into the memory or knowledge structures of the interpreter.
481,25539,discourse knowledge,,ctp_C6,trm_4a3fd79d0b6dd,"knowledge regarding discourse
"
482,25540,discourse planning,,ctp_C6,trm_4a3fd79d0b6e9,"the formulation of structures, patterns, mental representations, and processes that constitute the written and spoken unit of connected speech or writing longer than a sentence.
"
483,25541,discourse processing,,ctp_C6,trm_4a3fd79d0b6f5,"is the cognitive process that investigates the structures, patterns, mental representations, and processes that underlie the written and spoken unit of connected speech or writing longer than a sentence.

"
484,25542,discourse production,,ctp_C6,trm_4a3fd79d0b701,"the formation of a spoken unit of connected speech or writing longer than a sentence.
"
485,25543,grammatical encoding,,ctp_C6,trm_4a3fd79d0b756,"the selection of semantically appropriate lexical items and the generation of a syntactic frame or surface form.

"
486,25544,grapheme,,ctp_C6,trm_4a3fd79d0b76e,a unit (as a letter or digraph) of a writing system; the set of units of a writing system (as letters and letter combinations) that represent a phoneme.
487,25545,graphemic buffer,,ctp_C6,trm_4a3fd79d0b779,a component dedicated to the temporary storage of abstract orthographic representations prior to their format-specific expression in spelling and/or reading.
488,25546,illocutionary force,,ctp_C6,trm_4a3fd79d0b7b5,a speaker&#39;s intention in delivering an utterance.
489,25547,language acquisition,,ctp_C6,trm_4a3fd79d0b7f4,"the process by which humans acquire the capacity to perceive, produce and use words to understand and communicate."
490,25548,language processing,,ctp_C6,trm_4a3fd79d0b802,the way human beings process speech or writing and understand it as language.
491,25549,lexical access,,ctp_C6,trm_4a3fd79d0b80f,"the process by which contact is made with the lexicon on the basis of an initial acoustic-phonetic or phonological representation of some portion of the speech input, the result of lexical success is a cohort of potential word candidates which are compatible with this initial analysis."
492,25550,lexical ambiguity,,ctp_C6,trm_4a3fd79d0b81b,the presence of two or more possible meanings within a single word.
493,25551,lexical processing,,ctp_C6,trm_4a3fd79d0b826,"A general term referring to the processing of single words, typically in the context of visual or auditory word recognition."
494,25552,morphological processing,,ctp_C6,trm_4a3fd79d0b832,"is how the brain registers the patterns of word formation in a particular language, including inflection, derivation, and composition. "
495,25553,morphology,,ctp_C6,trm_4a3fd79d0b83e,the structure and content of word forms
496,25554,orthography,,ctp_C6,trm_4a3fd79d0b84a,"the representation of the sounds of a language by written or printed symbols; a part of language study that deals with letters and spelling.
"
497,25555,phonetics,,ctp_C6,trm_4a3fd79d0b862,the system of speech sounds of a language or group of languages; the study and systematic classification of the sounds made in spoken utterance.
498,25556,semantic processing,,ctp_C6,trm_4a3fd79d0b87a,"refers to the cognitive processing of the meanings of a stimulus
"
499,25557,sentence comprehension,,ctp_C6,trm_4a3fd79d0b892,"takes place whenever a reader or listener processes a language utterance, either in isolation or in the context of a conversation or a text."
500,25558,sentence processing,,ctp_C6,trm_4a3fd79d0b89e,"takes place whenever a reader or listener cognitively processes a language utterance, either in isolation or in the context of a conversation or a text.
"
501,25559,sentence production,,ctp_C6,trm_4a3fd79d0b8aa,The creation and/or utterance of a sentence
502,25560,active recall,,ctp_C5,trm_4a3fd79d0b8b5,"a principle of efficient learning, which claims the need to actively stimulate memory during the learning process."
503,25561,active retrieval,,ctp_C5,trm_4a3fd79d0b8c1,"Effortful (volitional) attempt to consciously recollect a memory; often required when retrieval cannot be automatically driven by stimuli.
"
504,25562,consolidation,,ctp_C5,trm_4a3fd79d0b8cd,the process by which a representation becomes stabilized
505,25563,elaborative rehearsal,,ctp_C5,trm_4a3fd79d0b8d9,a type of rehearsal proposed by Craik and Lockhart (1972) in their Levels of Processing model of memory. Elaborative rehearsal involves deep semantic processing of a to-be-remembered item resulting in the production of durable memories.
506,25564,encoding,memory encoding,ctp_C5,trm_4a3fd79d0b8e5,The process of creating a new memory trace.
507,25565,episodic buffer,,ctp_C5,trm_4a3fd79d0b8f0,A theoretical construct that is part of Alan Baddeley&#39;s working memory model and the object of which is to integrate information across sensory domains and communicate with long term memory in the service of working memory. 
508,25566,familiarity,,ctp_C5,trm_4a3fd79d0b8fc,"A quality of memory that is associated with a feeling of knowing that an event has previously occurred, but often not including enough contextual or episodic details sufficient for claiming actual remembering of the event."
509,25567,forgetting,,ctp_C5,trm_4a3fd79d0b908,The loss of or inability to retrieve a memory.
510,25568,memory acquisition,,ctp_C5,trm_4a3fd79d0b914,"is the process of storage and retrieval of new information in memory.
"
511,25569,memory consolidation,,,trm_4a3fd79d0b920,a category of processes that stabilize a memory trace after the initial acquisition. 
512,25570,memory decay,,,trm_4a3fd79d0b92c,the loss of memory over time.
513,25571,memory storage,,ctp_C5,trm_4a3fd79d0b938,The representation of information in the brain in a form that enables potential retrieval at a later time.
514,25572,memory trace,,,trm_4a3fd79d0b943,"A residual, and often decayed, neural representation of previous knowledge or experience."
515,25573,metamemory,,ctp_C4,trm_4a3fd79d0b94f,"subjective awareness of and knowledge about memory, and strategies for its effective access and application; includes: awareness of memory contents, different and appropriate memory strategies for particular tasks, and how to use a given memory strategy most effectively."
516,25574,recall,,ctp_C5,trm_4a3fd79d0b95b,"The process of retrieving previously stored information, done without the aid of external cues."
517,25575,recognition,,ctp_C5,trm_4a3fd79d0b967,assigning a detected stimulus into a category (not necessarily task defined)
518,25576,reconsolidation,,ctp_C5,trm_4a3fd79d0b972,"the process of previously consolidated memories being recalled and actively consolidated, it is a distinct process that serves to maintain, strengthen and modify memories that are already stored in the long-term memory."
519,25577,acuity,,ctp_C1,trm_4a3fd79d0b98a,accuracy of perception. 
520,25578,echolocation,,ctp_C1,trm_4a3fd79d0b996,"the general method of locating objects by determining the time for an echo to return and the direction from which it returns, used by some animals"
521,25579,edge detection,,ctp_C1,trm_4a3fd79d0b9a1,"a fundamental tool in image processing and computer vision, particularly in the areas of feature detection and feature extraction, which aim at identifying points in a digital image at which the image brightness changes sharply or more formally has discontinuities."
522,25580,feature detection,,ctp_C1,trm_4a3fd79d0b9ad,"a process of recognizing specific aspects of a stimulus, such as lines, edges, angle, or movement. "
523,25581,figure ground reversal,,ctp_C1,trm_4a3fd79d0b9d1,"Occurs in certain visual illusions (e.g., Vases and Faces or &#34;Rubin&#39;s Vase&#34;) in which there are multiple valid figure-ground segmentations that can be selected depending on an observer&#39;s interpretation."
524,25582,figure ground segregation,,ctp_C1,trm_4a3fd79d0b9dd,Discriminating objects from their surroundings by the visual system.
525,25583,gustation processing,gustation,ctp_C1,trm_4a3fd79d0b9e9,Form of chemoreception that facilitates taste perception.
526,25584,memory retrieval,,ctp_C5,trm_4a3fd79d0ba01,the process of accessing a stored memory
527,25585,active maintenance,,ctp_C4,trm_4a3fd79d0ba0d,The maintenance of information in working memory through active (volitional) rather than passive means
528,25586,articulatory loop,phonological loop,ctp_C5,trm_4a3fd79d0ba19,"one of the subsystems postulated in Alan Baddeleyâs multicomponent model of WORKING MEMORY, specialized for the temporary storage of verbal information.  It consists of a phonological store and an articulatory rehearsal process. The phonological store can hold speech-based information, subject to a rapid decay. The articulatory rehearsal process can refresh the decaying representation by reading it off and feeding it back to the store. It also serves to convert visually presented information (such as written words) into phonological codes and register them into the phonological store. "
529,25587,central executive,,ctp_C4,trm_4a3fd79d0ba25,"Theoretical &#39;top-down&#39; cognitive system responsible for the management of executive functions including planning, working memory, attention, problem solving, reasoning, inhibition, multi-tasking, and the initiation and monitoring of actions."
530,25588,maintenance,,ctp_C4,trm_4a3fd79d0ba30,The process of keeping information in active and immediately accessible state.
531,25589,manipulation,,ctp_C4,trm_4a3fd79d0ba3c,performance of operations upon information held in working memory
532,25590,phonological loop,,ctp_C5,trm_4a3fd79d0ba48,deals with sound or phonological information and consists of two parts: a short-term phonological store with auditory  memory traces that are subject to rapid decay and an articulatory rehearsal component that can revive the memory traces. 
533,25591,rehearsal,,ctp_C5,trm_4a3fd79d0ba54,The repetition of information in an attempt to maintain it longer in memory.
534,25592,rehearsal loop,,ctp_C5,trm_4a3fd79d0ba60,"or phonological loop, also called the phonetic loop or the articulatory loop, is the part of working memory that rehearses verbal information. It consists of two parts: a short-term phonological store with auditory memory traces that are subject to rapid decay and an articulatory rehearsal component that can revive the memory traces.The first component is a phonological memory store which can hold traces of acoustic or speech based material. Material in this short term store lasts about two seconds unless it is maintained through the use of the second subcomponent, articulatory subvocal rehearsal. Prevention of articulatory rehearsal results in very rapid forgetting (a process known as decay). "
535,25593,working memory retrieval,,ctp_C4,trm_4a3fd79d0ba6c,The process of accessing information that is maintained in working memory; the sub-process by which the contents of working memory are accessed.
536,25594,working memory storage,,ctp_C4,trm_4a3fd79d0ba77,The maintenance of information of working memory; a sub-component of working memory that allows for contents of working memory to be retained.
537,25595,test term,,,trm_4a7b128b8b2d0,None
538,25596,cognitive control,"executive control, executive function",ctp_C4,trm_4aae62e4ad209,The top-down modulation of cognitive processes based on higher-order representations such as goals or plans.
539,25597,echoic memory,,ctp_C5,trm_4b185801de7a1,refers to the phenomenon in which there is a brief mental echo that continues to sound after an auditory stimulus has been heard.
540,25598,reward processing,"reinforcement, reward",ctp_C5,trm_4b6525253c63f,A positive return for performance of a specific behavior.
541,25599,pain,,ctp_C8,trm_4b65259eeee34,An unpleasant sensory and emotional experience associated with actual or potential tissue damage.
542,25600,joint attention,mutual knowledge,ctp_C2,trm_4b75ed06c917d,the process of alerting one person to a stimulus through nonverbal cues such as finger pointing or gazing. It is one of the first signs of the development of a theory of mind in babies and serves as an important step to later language and social development.
543,25601,behavioral inhibition (cognitive),,ctp_C4,trm_4b7c270940f9d,"Often used as a synonym of &#34;response inhibition&#34; to describe the inhibition of actions.
"
544,25602,behavioral inhibition (temperament),,,trm_4b7c27094a093,A temperamental characteristic described by shyness and social anxiety.
545,25603,central coherence,,,trm_4b82c75498408,"a person&#39;s ability to understand things in context, frequently described as a deficit in literature on autism"
546,25604,interference resolution,interference control,ctp_C4,trm_4c3e04d656f06,The process of selecting information with regard to its relevance to an ongoing task and suppressing the processing of irrelevant information.
