,node_id,name,confidence_level,truth_value,prop_id,subject_def
1151,28521,body orientation is measured by the contrast of HT - BT in the apparent verticality judgment,100,positive,ass_502adec95adaa,
1152,28522,body orientation is measured by the contrast of HT - TT in the apparent verticality judgment,100,positive,ass_502adecc6516e,
1153,28523,lateral masking is measured by the contrast of eccentricity of distractor stimuli in the contrast detection,100,positive,ass_502bef705164e,
1154,28524,lateral masking is a part of  visual perception,100,positive,ass_502befda067a4,
1155,28525,divided attention is a part of  lateral masking,100,positive,ass_502c0b46468a8,
1156,28526,lateral masking is a kind of  visual masking,100,positive,ass_502c123d8dc27,
1157,28527,visual masking is measured by the contrast of  in the rapid serial visual presentation task,100,positive,ass_502c1258e2b6a,
1158,28528,visual masking is measured by the contrast of  in the contrast detection,100,positive,ass_502c126e72b83,
1159,28529,crowding is a kind of  visual masking,100,positive,ass_502c13b060a51,
1160,28530,lexeme is a part of  lexicon,100,positive,ass_5032c1c897de0,
1161,28531,lexicon is a part of  language,100,positive,ass_5032c6fc70936,
1162,28532,operation span task is descended from digit span task,100,positive,ass_504ca91d5098c,
1163,28533,"decision making is measured by the contrast of response time for ""bad"" or risky doors minus response time for ""good"" doors in the Hungry Donkey Task",100,positive,ass_50b40ce0060db,
1164,28534,"risk seeking is measured by the contrast of number of ""good"" doors chosen vs. number of ""bad"" doors in the Hungry Donkey Task",100,positive,ass_50b40cc327a56,
1165,28535,risk aversion is measured by the contrast of  in the Hungry Donkey Task,100,positive,ass_55e069896eea7,
1166,28536,maintenance is measured by the contrast of  in the Running Memory,100,positive,ass_55e0792bbe999,
1167,28537,psychological refractory period is measured by the contrast of stimulus onset asynchrony (SOA) in the target detection task,100,positive,ass_50b42fbd02edb,
1168,28538,attention capacity is measured by the contrast of omissions in the PEBL Perceptual Vigilance Task (PPVT),100,positive,ass_50b55f28deb4d,
1169,28539,iconic memory is measured by the contrast of % correct recall in the Partial Report Procedure,100,positive,ass_50b66052b4e3b,
1170,28540,prejudice is measured by the contrast of response time to incongruent vs. response time to congruent in the Implicit Association Task,100,positive,ass_50b666f4011e9,
1171,28541,implicit knowledge is measured by the contrast of self-report vs. task report in the Implicit Association Task,100,positive,ass_50b6677d015f9,
1172,28542,autonoesis is measured by the contrast of  in the autobiographical memory task,70,positive,ass_50b7f6c86e7ea,
1173,28543,audition is measured by the contrast of correct in the NIH Toolbox Words-in Noise Test,100,positive,ass_50eb0bc9eb1a2,
1174,28544,crystallized intelligence is measured by the contrast of theta score in the NIH Toolbox Picture Vocabulary Test,100,positive,ass_50eb0f4191b34,
1175,28545,semantic knowledge is measured by the contrast of  in the NIH Toolbox Picture Vocabulary Test,100,positive,ass_50eb0f6317d22,
1176,28546,adaptive control is measured by the contrast of correct in the NIH Toolbox Dimensional Change Card Sort Test,100,positive,ass_5585c96380fa3,
1177,28547,episodic memory is measured by the contrast of number of adjacent pairs correct in the NIH Toolbox Picture Sequence Memory Test,100,positive,ass_50eb14f7e5fa9,
1178,28548,semantic memory is measured by the contrast of number of incorrect dimension assignments in the NIH Toolbox List Sorting Working Memory Test,100,positive,ass_50eb18433e5ab,
1179,28549,working memory is measured by the contrast of number of items correctly recalled in the NIH Toolbox List Sorting Working Memory Test,100,positive,ass_50eb18284e73c,
1180,28550,processing capacity is measured by the contrast of number correct in the pattern comparison task,100,positive,ass_50eb1be33caee,
1181,28551,reading is measured by the contrast of correct pronunciation in the NIH Toolbox Oral Reading Recognition Test,100,positive,ass_50eb3e382623d,
1182,28552,perceptual identification is measured by the contrast of identification in the NIH Toolbox Oral Reading Recognition Test,100,positive,ass_50eb3e4f59610,
1183,28553,episodic memory is measured by the contrast of # of words recalled in the Rey Auditory Verbal Learning Task,100,positive,ass_50eb432da28b5,
1184,28554,processing capacity is measured by the contrast of  in the NIH Toolbox Oral Symbol Digit Test,100,positive,ass_50eb469438dec,
1185,28555,motor control is measured by the contrast of time to complete in the NIH Toolbox 9-Hole Pegboard Dexterity Test,100,positive,ass_50eb4e8411f11,
1186,28556,strength is a kind of motor control,100,positive,ass_50eb54847c3e7,
1187,28557,strength is measured by NIH Toolbox Grip Strength Test,100,positive,ass_50eb54a274255,
1188,28558,speech production is a kind of  language production,100,positive,ass_5970c6ea4a330,
1189,28559,balance is a kind of motor control,100,positive,ass_50eb56afb973d,
1190,28560,balance is measured by NIH Toolbox Standing Balance Test,100,positive,ass_50eb56beef6f5,
1191,28561,motor control is measured by the contrast of  in the NIH Toolbox 4-Meter Walk Gait Speed Test ,100,positive,ass_50eb68ef3c080,
1192,28562,locomotion is a kind of motor control,100,positive,ass_50eb693610f09,
1193,28563,locomotion is measured by NIH Toolbox 4-Meter Walk Gait Speed Test ,100,positive,ass_50eb694a986ca,
1194,28564,motor control is measured by the contrast of distance walked in the NIH Toolbox 2-Minute Walk Endurance Test,100,positive,ass_50eb6c18325f8,
1195,28565,audition is measured by the contrast of 10-22 = mild to moderate handicap in the NIH Toolbox Hearing Handicap Inventory,100,positive,ass_50f3780e0cc89,
1196,28566,taste aversion is measured by the contrast of generalized labeled magnitude scale (gLMS) in the NIH Toolbox Taste Intensity Test,100,positive,ass_50f37ba1721a1,
1197,28567,visual acuity is measured by the contrast of minimum visible size in the NIH Toolbox Visual Acuity Test,100,positive,ass_50f37d0eb148f,
1198,28568,happiness is measured by the contrast of survey IRT score in the NIH Toolbox Vision-Related Quality of Life Survey,100,positive,ass_50f37f6e0d9ac,
1199,28569,visual acuity is measured by the contrast of minimum size visible while in motion in the NIH Toolbox Dynamic Visual Acuity Test,100,positive,ass_50f3825fcf056,
1200,28570,vestibular control is measured by the contrast of minimum size visible while still minus while in motion in the NIH Toolbox Dynamic Visual Acuity Test,100,positive,ass_50f382f76b36a,
1201,28571,olfactory perception is measured by the contrast of number correct in the NIH Toolbox Odor Identification Test,100,positive,ass_50f3844ae63c6,
1202,28572,mood is measured by the contrast of total score in the NIH Toolbox Positive Affect Survey,100,positive,ass_50f3bcaf355ec,
1203,28573,life satisfaction is measured by the contrast of total score in the NIH Toolbox General Life Satisfaction Survey,100,positive,ass_50f3c0c458007,
1204,28574,episodic buffer is a part of  working memory,100,positive,ass_50f57fc9a38d6,
1205,28575,central executive is a part of  working memory,100,positive,ass_50f580b8be9c9,
1206,28576,central executive is measured by the contrast of dual minus control in the dual-task paradigm,100,positive,ass_50f581ce330df,
1207,28577,phonological loop is measured by the contrast of suppression - control (articulatory suppression effect) in the articulatory suppression task,100,positive,ass_50f5839b53d48,
1208,28578,meaning is measured by the contrast of total score in the NIH Toolbox Meaning and Purpose Survey,100,positive,ass_50f5c016584b6,
1209,28579,motor control is measured by the contrast of success in the Motor Screening Task,100,positive,ass_50f72f0e34bba,
1210,28580,category learning is measured by the contrast of shift-related incorrect responses in the Big/Little Circle,100,positive,ass_50f7305641916,
1211,28581,spatial memory is measured by the contrast of number correct in the Spatial Recognition Memory,100,positive,ass_50f7347ec6f0c,
1212,28582,emotion recognition is measured by the contrast of percent correct in the Emotion Recognition Task,100,positive,ass_50f736827493a,
1213,28583,decision making is measured by the contrast of probability of the participant's decision being correct based on the available evidence at the time of the decision in the Information Sampling Task,100,positive,ass_50f73df8ac25a,
1214,28584,verbal memory is measured by the contrast of number correct in the verbal working memory task,100,positive,ass_50f740a24c1dc,
1215,28585,language processing is measured by the contrast of number correct in the Graded Naming Test,100,positive,ass_50f7422780654,
1216,28586,attention shifting is measured by the contrast of shift-related incorrect responses in the Attention Switching Task,100,positive,ass_50f84480731da,
1217,28587,sentence processing is a part of  story comprehension,70,positive,ass_56842b3516223,
1218,28588,prospective planning is measured by the contrast of number of problems solved on first choice in the One Touch Stockings of Cambridge,100,positive,ass_50f84da1630d9,
1219,28589,motor control is measured by the contrast of response latency in the Reaction Time,100,positive,ass_50f84efecca17,
1220,28590,sustained attention is measured by the contrast of number correct in the Rapid Visual Information Processing,100,positive,ass_50f852071afd6,
1221,28591,visual search is measured by the contrast of number correct in the Match to Sample Visual Search,100,positive,ass_50f85377032b0,
1222,28592,spatial working memory is measured by the contrast of span length in the spatial span test,100,positive,ass_50f862df948cd,
1223,28593,spatial working memory is measured by the contrast of percent correct in the spatial working memory task,100,positive,ass_50f864ba7b595,
1224,28594,abstract knowledge is measured by the contrast of percent correct in the Penn Conditional Exclusion Test,100,positive,ass_50f995950a894,
1225,28595,episodic memory is measured by the contrast of number of correct rejections in the Penn Word Memory Test,100,positive,ass_50f999461b532,
1226,28596,verbal memory is measured by the contrast of number correct in the Penn Word Memory Test,100,positive,ass_50f999433a5f2,
1227,28597,face recognition is measured by the contrast of number correct in the  Penn Face Memory Test,100,positive,ass_50f9da2ebde1b,
1228,28598,spatial working memory is measured by the contrast of number correct in the Visual Object Learning Test ,100,positive,ass_50f9db2de2ec8,
1229,28599,spatial working memory is measured by the contrast of number of correct rejections in the Visual Object Learning Test ,100,positive,ass_50f9db36d1deb,
1230,28600,active maintenance is measured by the contrast of 3-back minus 1-back in the n-back task,100,positive,ass_51005536bd62c,
1231,28601,updating is measured by the contrast of 3-back minus 1-back in the n-back task,100,positive,ass_51005582252be,
1232,28602,attentional bias is measured by the contrast of threat bias (threat-incongruent - threat-congruent trials) in the dot-probe task,100,positive,ass_510059f762e72,
1233,28603,attentional bias is measured by the contrast of reward bias (reward-incongruent - reward-congruent trials) in the dot-probe task,100,positive,ass_51005a0482b34,
1234,28604,capacity limitation is measured by the contrast of 3-back minus 1-back in the n-back task,100,positive,ass_51005a3e6cfba,
1235,28605,interference resolution is measured by the contrast of 3-back minus 1-back in the n-back task,100,positive,ass_51005a84be42e,
1236,28606,conditional stop signal task is descended from stop signal task,100,positive,ass_5102bfd41d8d7,
1237,28607,generic knowledge is measured by the contrast of percent correct in the WAIS-Information,100,positive,ass_5106ec5a0f4c5,
1238,28608,phonological working memory is measured by the contrast of number correct forward in the WAIS digit span,100,positive,ass_5106efc5a26e8,
1239,28609,emotional self-evaluation is a part of  emotional reappraisal,70,positive,ass_563fef4407b95,
1240,28610,semantic processing is a part of  semantic categorization,100,positive,ass_563fef90ca4a0,
1241,28611,working memory is measured by the contrast of number correct forward in the WAIS digit span,100,positive,ass_5106efecd0ea4,
1242,28612,working memory is measured by the contrast of number correct backward in the WAIS digit span,100,positive,ass_5106eff003f8a,
1243,28613,working memory is measured by the contrast of number in correct order in the WAIS digit span,100,positive,ass_5106eff42366b,
1244,28614,manipulation is measured by the contrast of number in correct order in the WAIS digit span,100,positive,ass_5106f019e60ab,
1245,28615,verbal fluency is measured by the contrast of percent correct in the WAIS Vocabulary,100,positive,ass_5106f433889d4,
1246,28616,mathematical reasoning is measured by the contrast of number correct in the WAIS Arithmetic,100,positive,ass_5106f55d9bde9,
1247,28617,visual perception is measured by WAIS Picture Completion,100,positive,ass_5107073cdcfcc,
1248,28618,semantic knowledge is measured by the contrast of  in the WAIS Picture Arrangement,100,positive,ass_51070af6ea4ba,
1249,28619,attentional effort is a kind of  effort,100,positive,ass_514c8702618f1,
1250,28620,cognitive effort is a kind of  effort,100,positive,ass_514c870e5a19e,
1251,28621,working memory is measured by the contrast of false positives in the Change Detection Task,100,positive,ass_5154924373ebc,
1252,28622,working memory is measured by the contrast of number correct in the Change Detection Task,100,positive,ass_5154925c2b851,
1253,28623, is descended from AX-CPT task,100,positive,ass_515493443b673,
1254,28624,AX-DPX is descended from AX-CPT task,100,positive,ass_515495d96ae4d,
1255,28625,cognitive control is measured by the contrast of  in the AX-DPX,100,positive,ass_515496c19fc7a,
1256,28626,sustained attention is measured by the contrast of  in the AX-DPX,100,positive,ass_515496c8d694c,
1257,28627,agency is a part of  perception,100,positive,ass_5154b3195633f,
1258,28628,loss is a part of  loss aversion,100,positive,ass_5159c820c4b1a,
1259,28629,reward processing is a part of reward valuation,100,positive,ass_5159c983ed5f8,
1260,28630,reward processing is a part of reward learning,100,positive,ass_5159cb63ddc83,
1261,28631,reward valuation is a part of  reward learning,100,positive,ass_5159cb6a4f718,
1262,28632,habit is a part of  reward learning,100,positive,ass_5159cba36532f,
1263,28633,living/nonliving judgment on mirror-reversed and plain-text words is descended from living-nonliving task,100,positive,ass_5176d0985779a,
1264,28634,living/nonliving judgment on mirror-reversed and plain-text words is descended from mirror reading task,100,positive,ass_5176d0a08b85b,
1265,28635,attentional bias is measured by the contrast of reaction time in the visual search task,100,positive,ass_517bf25ff21f0,
1266,28636,attentional bias is measured by the contrast of reaction time in the visual search task,100,positive,ass_517bf261c92a8,
1267,28637,response inhibition is measured by the contrast of Stop Signal Reaction Time trials in the stop signal task,100,positive,ass_5181f83b9c75a,
1268,28638,stop signal task with letter naming is descended from stop signal task,100,positive,ass_5181f83ba7ac8,
1269,28639,stop signal task with letter naming is descended from stop signal task,100,positive,ass_5181f863d6199,
1270,28640,response inhibition is measured by the contrast of Stop Signal Reaction Time trials in the stop signal task,100,positive,ass_5181f863d657a,
1271,28641,stop signal task with pseudo word naming is descended from stop signal task with letter naming,100,positive,ass_5181f863d6800,
1272,28642,reversal weather prediction is descended from single-task weather prediction ,100,positive,ass_5181fb7c1bb8b,
1273,28643,sentence processing is a kind of  language processing,70,positive,ass_565bb1a25a0c2,
1274,28644,somatosensation is a kind of  perception,70,positive,ass_565bb20485b6b,
1275,28645,anticipation is a part of  monetary reward prediction error,70,positive,ass_565bb4068faa6,
1276,28646,motor learning is measured by the contrast of  in the serial reaction time task,100,positive,ass_519baf5971975,
1277,28647,stop-change task is descended from stop signal task,100,positive,ass_51c4523a355d5,
1278,28648,psychological refractory period is measured by the contrast of  in the psychological refractory period (PRP) paradigm,100,positive,ass_51c4540ed53d2,
1279,28649,social cognition is measured by the contrast of social skill in the Autism Spectrum Quotient,100,positive,ass_51ec1ab293f01,
1280,28650,communication is measured by the contrast of communication in the Autism Spectrum Quotient,100,positive,ass_51ec1a8d06689,
1281,28651,attentional focusing is measured by the contrast of attention to detail in the Autism Spectrum Quotient,100,positive,ass_51ec1aa720f4a,
1282,28652,imagination is measured by the contrast of imagination in the Autism Spectrum Quotient,100,positive,ass_51ec1ae1343b7,
1283,28653,attention shifting is measured by the contrast of attention switching in the Autism Spectrum Quotient,100,positive,ass_51ec1b4d29bcd,
1284,28654,social intelligence is measured by the contrast of Social Interaction Total in the Autism Diagnostic Observation Schedule,100,positive,ass_520689d24c234,
1285,28655,imagination is measured by the contrast of Play Total in the Autism Diagnostic Observation Schedule,100,positive,ass_52068bd3e1ea6,
1286,28656,restricted behavior is measured by the contrast of Stereotyped Behaviors and Restricted Interests Total in the Autism Diagnostic Observation Schedule,100,positive,ass_52068e9437e45,
1287,28657,cognitive development is measured by the contrast of Average difference in degrees from correct answer in the Piaget's Water Jar Task,100,positive,ass_5206bf4420060,
1288,28658,social cognition is measured by the contrast of social cognition in the Social Responsiveness Scale,100,positive,ass_520900448fa02,
1289,28659,restricted behavior is measured by the contrast of autistic mannerisms in the Social Responsiveness Scale,100,positive,ass_5209005147224,
1290,28660,social intelligence is measured by the contrast of social awareness in the Social Responsiveness Scale,100,positive,ass_520900831990a,
1291,28661,communication is measured by the contrast of social communication in the Social Responsiveness Scale,100,positive,ass_520900ed3c77b,
1292,28662,social motivation is measured by the contrast of social motivation in the Social Responsiveness Scale,100,positive,ass_520902904ffb1,
1293,28663,declarative memory is measured by the contrast of general memory in the Children's Memory Scale,100,positive,ass_521681d750bb1,
1294,28664,verbal memory is measured by the contrast of visual immediate in the Children's Memory Scale,100,positive,ass_521681f2f0135,
1295,28665,verbal memory is measured by the contrast of verbal immediate in the Children's Memory Scale,100,positive,ass_5216823b0373e,
1296,28666,verbal memory is measured by the contrast of verbal delayed in the Children's Memory Scale,100,positive,ass_5216824814682,
1297,28667,visual memory is measured by the contrast of visual immediate in the Children's Memory Scale,100,positive,ass_521682726add4,
1298,28668,visual memory is measured by the contrast of visual delayed in the Children's Memory Scale,100,positive,ass_5216827d176c7,
1299,28669,attentional focusing is measured by the contrast of attention/concentration in the Children's Memory Scale,100,positive,ass_5216835c22b7a,
1300,28670,recognition is measured by the contrast of delayed recognition in the Children's Memory Scale,100,positive,ass_521683cadc834,
1301,28671,learning is measured by the contrast of learning in the Children's Memory Scale,100,positive,ass_52168415552e3,
1302,28672,communication is measured by the contrast of communication in the Social Communication Questionnaire ,100,positive,ass_52168ab24baab,
1303,28673,social intelligence is measured by the contrast of reciprical social interaction in the Social Communication Questionnaire ,100,positive,ass_52168af033640,
1304,28674,restricted behavior is measured by the contrast of restrictive and repetitive behavior in the Social Communication Questionnaire ,100,positive,ass_52168b17e8947,
1305,28675,restricted behavior is measured by the contrast of Stereotypic Behavior in the Aberrant Behavior Checklist - Community,100,positive,ass_523c7d5cd9168,
1306,28676,Inappropriate speech is measured by the contrast of Inappropriate Speech in the Aberrant Behavior Checklist - Community,100,positive,ass_523c7d523a4da,
1307,28677,hyperactivity is measured by Aberrant Behavior Checklist - Community,100,positive,ass_523c7d49e69b1,
1308,28678,irritability is measured by the contrast of Irritability/Agitation in the Aberrant Behavior Checklist - Community,100,positive,ass_523c7d430dfb3,
1309,28679,lethargy is measured by the contrast of Lethargy/Social Withdrawal in the Aberrant Behavior Checklist - Community,100,positive,ass_523c7d3a8f0ce,
1310,28680,internalizing is measured by the contrast of Internalizing in the Adult Behavior Checklist,100,positive,ass_523ca9b108c6b,
1311,28681,externalizing is measured by the contrast of Internalizing in the Adult Behavior Checklist,100,positive,ass_523ca953d6b6b,
1312,28682,externalizing is measured by the contrast of Externalizing in the Adult Behavior Checklist,100,positive,ass_523ca9a157f08,
1313,28683,anxiety is measured by the contrast of General Anxiety Disorder - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523dfdb991d00,
1314,28684,sadness is measured by the contrast of Major Depressive Disorder - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523dfdf26c449,
1315,28685,attention is measured by the contrast of ADHD Inattentive - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523dfe22e9520,
1316,28686,impulsivity is measured by the contrast of ADHD Hyperactivity / Impulsivity - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523dfe4f2edc5,
1317,28687,conduct disorder is measured by the contrast of Conduct Disorder - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e014aab5cb,
1318,28688,antisocial personality is measured by the contrast of Antisocial Personality - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e026795274,
1319,28689,defiance is measured by the contrast of Opposition Defiant Disorder - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e0375af73d,
1320,28690,anxiety is measured by the contrast of Separation Anxiety - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e0392043c2,
1321,28691,fear is measured by the contrast of Specific Phobia - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e03bdc69df,
1322,28692,obsession is measured by the contrast of Obsessions - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e04415fe03,
1323,28693,obsession is measured by the contrast of Compulsions - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e044b73774,
1324,28694,fear is measured by the contrast of PTSD - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e047e1c3c3,
1325,28695,social phobia is a kind of  fear,100,positive,ass_523e054b82848,
1326,28696,social phobia is measured by the contrast of Social Phobia - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e059365f31,
1327,28697,antisocial personality is measured by the contrast of Schizoid Personality - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e05cf99b77,
1328,28698,delusion is measured by the contrast of Schizophrenia - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e0625cc164,
1329,28699,sadness is measured by the contrast of Dysthymic Disorder - Severity Score in the Adolescent Symptom Inventory,100,positive,ass_523e066778d75,
1330,28700,antisocial personality is measured by the contrast of aloof personality in the Broad Autism Phenotype Questionnaire,100,positive,ass_523e0a0509cbd,
1331,28701,rigidity is measured by the contrast of rigid personality in the Broad Autism Phenotype Questionnaire,100,positive,ass_523e0aa9ed70f,
1332,28702,rigidity is a kind of  obsession,50,positive,ass_523e0a9fe28b9,
1333,28703,social intelligence is measured by the contrast of pragmatic language in the Broad Autism Phenotype Questionnaire,100,positive,ass_523e0afbf0ecd,
1334,28704,cognitive development is measured by the contrast of total score in the Battelle Developmental Inventory,100,positive,ass_523e12c83189f,
1335,28705,visual perception is measured by Beery-Buktenica Developmental Test of Visual-Motor Integration,100,positive,ass_523f597911347,
1336,28706,motor control is measured by the contrast of motor coordination score in the Beery-Buktenica Developmental Test of Visual-Motor Integration,100,positive,ass_523f5967ebf7d,
1337,28707,social motivation is measured by the contrast of energy/extraversion in the Big Five Questionnaire,100,positive,ass_523f5caeeee2a,
1338,28708,intelligence is measured by the contrast of intellect/openness in the Big Five Questionnaire,100,positive,ass_523f5d54c2a53,
1339,28709,agreeableness is measured by the contrast of agreeableness in the Big Five Questionnaire,100,positive,ass_523f5f1f03176,
1340,28710,openness is measured by the contrast of intellect/openness in the Big Five Questionnaire,100,positive,ass_523f5fcb88f6a,
1341,28711,impulsivity is measured by the contrast of emotional instability in the Big Five Questionnaire,100,positive,ass_523f6026144ca,
1342,28712,face recognition is measured by the contrast of long form in the Benton Facial Recognition Test,100,positive,ass_524053f524f7b,
1343,28713,face recognition is measured by the contrast of short form in the Benton Facial Recognition Test,100,positive,ass_524053fb40d56,
1344,28714,social motivation is measured by the contrast of social interest in the Broader Phenotype Autism Symptom Scale,100,positive,ass_5240562093161,
1345,28715,social intelligence is measured by the contrast of expressiveness in the Broader Phenotype Autism Symptom Scale,100,positive,ass_5240567e06f12,
1346,28716,restricted behavior is measured by the contrast of restricted interests in the Broader Phenotype Autism Symptom Scale,100,positive,ass_524056a069358,
1347,28717,conversational skill is measured by the contrast of conversational skill in the Broader Phenotype Autism Symptom Scale,100,positive,ass_524057d3e5af0,
1348,28718,anxiety is measured by the contrast of anxiety in the Brief Symptom Inventory,100,positive,ass_52405c6831d79,
1349,28719,offensive aggression is measured by brief symptom inventory,100,positive,ass_52405c95e7eb8,
1350,28720,fear is measured by the contrast of phobia in the Brief Symptom Inventory,100,positive,ass_52405cb71fa3b,
1351,28721,sadness is measured by the contrast of depression in the Brief Symptom Inventory,100,positive,ass_52405cca38762,
1352,28722,somatosensation is measured by the contrast of somatization in the Brief Symptom Inventory,100,positive,ass_52405d0b5795f,
1353,28723,obsession is measured by the contrast of obsessive compulsive in the Brief Symptom Inventory,100,positive,ass_52405d8062d03,
1354,28724,paranoia is measured by the contrast of paranoid in the Brief Symptom Inventory,100,positive,ass_52405e5519132,
1355,28725,psychosis is measured by the contrast of psychosis in the Brief Symptom Inventory,100,positive,ass_52405e77ac35a,
1356,28726,empathy is measured by the contrast of interpersonal sensitivity in the Brief Symptom Inventory,100,positive,ass_52405ec150513,
1357,28727,internalizing is measured by the contrast of internalizing problems in the Child Behavior Checklist,100,positive,ass_524b4bebe5c83,
1358,28728,externalizing is measured by the contrast of externalizing problems in the Child Behavior Checklist,100,positive,ass_524b4c04827ab,
1359,28729,anxiety is measured by the contrast of anxiety problems in the Child Behavior Checklist,100,positive,ass_524b4c22a34aa,
1360,28730,offensive aggression is measured by Child Behavior Checklist,100,positive,ass_524b4c771aa39,
1361,28731,sadness is measured by the contrast of anxious depressed in the Child Behavior Checklist,100,positive,ass_524b4c9c8f044,
1362,28732,conduct disorder is measured by the contrast of oppositional defiant problems in the Child Behavior Checklist,100,positive,ass_524b4cbe5ca9b,
1363,28733,obsession is measured by the contrast of obsessive compulsive problems in the Child Behavior Checklist,100,positive,ass_524b4cdaa98a4,
1364,28734,social phobia is measured by the contrast of social problems in the Child Behavior Checklist,100,positive,ass_524b4d26d5a98,
1365,28735,delusion is measured by the contrast of thought problems in the Child Behavior Checklist,100,positive,ass_524b4d41cd36a,
1366,28736,fear is measured by the contrast of post traumatic stress problems in the Child Behavior Checklist,100,positive,ass_524b4d672a288,
1367,28737,conduct disorder is measured by the contrast of conduct problems in the Child Behavior Checklist,100,positive,ass_524b4dc2357fc,
1368,28738,defiance is measured by the contrast of oppositional defiant problems in the Child Behavior Checklist,100,positive,ass_524b4de2e3a61,
1369,28739,attentional focusing is measured by the contrast of attention scale in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b592aae6ee,
1370,28740,social motivation is measured by the contrast of initiation of activities in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b596135925,
1371,28741,joint attention is measured by the contrast of joint attention in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b59775b2c0,
1372,28742,social motivation is measured by the contrast of interest involvement in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b59b8da23c,
1373,28743,intrinsic motivation is measured by the contrast of persistence in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b59f4f35e2,
1374,28744,mood is measured by the contrast of affect in the Conners Comprehensive Behavior Rating Scales,100,positive,ass_524b5a8c3d25d,
1375,28745,language production is measured by the contrast of Language Structure in the Children's Communication Checklist,100,positive,ass_5255cae5c5784,
1376,28746,pragmatic knowledge is measured by the contrast of Pragmatic Skills in the Children's Communication Checklist,100,positive,ass_5255cadd7f5b9,
1377,28747,social intelligence is measured by the contrast of Social Engagement in the Children's Communication Checklist,100,positive,ass_5255cad449662,
1378,28748,conversational speech is measured by the contrast of speech in the Children's Communication Checklist,100,positive,ass_5255cdefd21c0,
1379,28749,communication is measured by the contrast of general communication composite in the Children's Communication Checklist,100,positive,ass_5255cde2e7ce8,
1380,28750,syntax is measured by the contrast of syntax in the Children's Communication Checklist,100,positive,ass_5255cdd60b088,
1381,28751,semantic knowledge is measured by the contrast of semantics in the Children's Communication Checklist,100,positive,ass_5255cdcd53750,
1382,28752,central coherence is measured by the contrast of coherence in the Children's Communication Checklist,100,positive,ass_5255cdc408f50,
1383,28753,social motivation is measured by the contrast of initiation in the Children's Communication Checklist,100,positive,ass_5255cdba4887e,
1384,28754,social context is measured by the contrast of context in the Children's Communication Checklist,100,positive,ass_5255cdb24cad2,
1385,28755,restricted behavior is measured by the contrast of interests in the Children's Communication Checklist,100,positive,ass_5255cda8bf1e6,
1386,28756,sleep is measured by the contrast of sleep in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_525841219cfe5,
1387,28757,lethargy is measured by the contrast of tired / fatigue in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_5258411351801,
1388,28758,sadness is measured by the contrast of sadness in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_52584109becb1,
1389,28759,attentional focusing is measured by the contrast of thinking / concentration in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_525840ee21a5d,
1390,28760,suicidal ideation is measured by the contrast of suicidal ideation in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_525840c9db358,
1391,28761,appetite is measured by the contrast of appetite in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_525840dd43275,
1392,28762,guilt is measured by the contrast of guilt in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_525840d407e97,
1393,28763,anhedonia is measured by the contrast of lack of interest in the Center for Epidemiologic Studies Depression Scale,100,positive,ass_52583edc2a202,
1394,28764,social intelligence is measured by the contrast of total score in the Social Competence Questionnaire,100,positive,ass_525c4ac7eecd7,
1395,28765,inattention is measured by the contrast of inattention score in the Conners 3rd Edition,100,positive,ass_525c4e17b63c9,
1396,28766,hyperactivity is measured by Conners 3rd Edition,100,positive,ass_525c4e0acfe87,
1397,28767,verbal memory is measured by the contrast of verbal recognition (names test) in the doors and people test,100,positive,ass_5796163c40bba,
1398,28768,intertemporal choice is a kind of  decision making,70,positive,ass_563ff19e009f8,
1399,28769,offensive aggression is measured by Conners 3rd Edition,100,positive,ass_525c4df653766,
1400,28770,social motivation is measured by the contrast of peer relations in the Conners 3rd Edition,100,positive,ass_525c4deae27b8,
