,node_id,name,condition_text,prop_id,condition_description
509,24888,pumps_demean,pumps_demean,con_5181f4b083b11,parametrically modulated activity by the demeaned number of pumps (linearly increasing) within each trial and with fixed duration
510,24889,pumps_fixed_real_RT,pumps_fixed_real_RT,con_5181f4e07430c,average activity across all pumps with duration of pumps set to actual RT of each pump
511,24890,cash_fixed,cash_fixed,con_5181f506e4391,average activity across all pumps on cash-out events with fixed duration and without parametric modulation
512,24891,cash_demean,cash_demean,con_5181f53313a76,parametrically modulated activity by the demeaned number of pumps on cash-out events (linearly increasing) within each trial and with fixed duration
513,24892,cash_fixed_real_RT,cash_fixed_real_RT,con_5181f559c92c9,average activity across all pumps on cash-out event with duration of pumps set to actual RT of each pump
514,24893,explode_fixed,explode_fixed,con_5181f5808ea93,average activity across all pumps on explosion events with fixed duration and without parametric modulation
515,24894,explode_demean,explode_demean,con_5181f5a480b56,parametrically modulated activity by the demeaned number of pumps on explosion events (linearly increasing) within each trial and with fixed duration
516,24895,control_pumps_fixed,control_pumps_fixed,con_5181f5ce21189,average activity across all pumps on control balloons with fixed duration and without parametric modulation
517,24896,control_pumps_demean,control_pumps_demean,con_5181f5f6e6f8b,parametrically modulated activity by the demeaned number of pumps on control balloons (linearly increasing) within each trial and with fixed duration
518,24897,control_pumps_fixed_real_RT,control_pumps_fixed_real_RT,con_5181f624a380b,average activity across all pumps on control balloon with duration of pumps set to actual RT of each pump
519,24898,probabilistic classification trials,probabilistic classification trials,con_5181f6ea8c76f,None
520,24899,deterministic classification trials,deterministic classification trials,con_5181f702d67cd,None
521,24900,parametric gain,parametric gain,con_5181f7678014f,None
522,24901,parametric loss,parametric loss,con_5181f7727d7e4,None
523,24902,distance from indifference,distance from indifference,con_5181f78292b39,None
524,24903,Go trial,Go trial,con_5181f83b8e5d0,Trials on which a go stimulus is presented and the subject is expected to respond
525,24904,Stop trial,Stop trial,con_5181f83b8e70e,"Trials on which a stop signal is presented at some delay (stop-signal delay) following the go stimulus, and the subject is expected to stop"
526,24905,Successful Stop Trial,Successful Stop Trial,con_5181f83b8e7c1,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject successfully withholds their response"
527,24906,Unsuccessful stop trial,Unsuccessful stop trial,con_5181f83b8e875,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject fails to withhold their response"
528,24907,Junk trial,Junk trial,con_5181f83b8e920,A go trial on which subject failed to respond or responded incorrectly
529,24908,Go trial,Go trial,con_5181f863d4de3,Trials on which a go stimulus is presented and the subject is expected to respond
530,24909,Stop trial,Stop trial,con_5181f863d4ecc,"Trials on which a stop signal is presented at some delay (stop-signal delay) following the go stimulus, and the subject is expected to stop"
531,24910,Successful Stop Trial,Successful Stop Trial,con_5181f863d4f88,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject successfully withholds their response"
532,24911,Unsuccessful stop trial,Unsuccessful stop trial,con_5181f863d5046,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject fails to withhold their response"
533,24912,Junk trial,Junk trial,con_5181f863d50f9,A go trial on which subject failed to respond or responded incorrectly
534,24913,correct classification of dual-task items,correct classification of dual-task items,con_5181fa1e66a37,None
535,24914,positive feedback,positive feedback,con_5181faac8b631,trials when subject received positive feedback
536,24915,negative feedback,negative feedback,con_5181fac688ec9,trials when subject received negative feedback
537,24916,classification learning trials,classification learning trials,con_5181fb7c1b32b,trials on which the subject classifies items
538,24917,Probe,Probe,con_5181fb7c1b42a,Probe asking which of two numbers is higher
539,24918,positive feedback,positive feedback,con_5181fb7c1b4c2,trials when subject received positive feedback
540,24919,negative feedback,negative feedback,con_5181fb7c1b543,trials when subject received negative feedback
541,24920,words,words,con_5181fc76c54d1,None
542,24921,consonant strings,consonant strings,con_5181fc87a2444,None
543,24922,task,task,con_518c28192f54f,None
544,24923,successful stop - critical,successful stop - critical,con_518c2b07f10de,trials when subjects successfully completed a stop - critical trial
545,24924,Cue: central,Cue: central,con_52df9fcd93042,cue precedes trial but no provides information about the location of the upcoming stimulus
546,24925,Repetition,Repetition,con_5346920ceb308,Repetition of words
547,24926,Generation,Generation,con_534692923de0a,Covert generation of verbs
548,24927,Finger,Finger,con_5346930c6e0be,Tap index finger in response to a picture of a finger
549,24928,Foot,Foot,con_5346931aab88a,Flex foot in response to picture of a foot
550,24929,Lips,Lips,con_5346932bab789,Purse lips in response to picture of lips
551,24930,Landmark,Landmark,con_534693b9b6973,Decide whether a line is crossed in the middle
552,24931,Detection,Detection,con_534693c651f43,Decide whether a line is crossed at all
553,24932,0-back faces,0-back faces,con_550b515f779fa,blocked
554,24933,0-back places,0-back places,con_550b516d4cacf,blocked
555,24934,0-back tools,0-back tools,con_550b517bd07c4,blocked
556,24935,0-back body parts,0-back body parts,con_550b51862472e,blocked
557,24936,2-back faces,2-back faces,con_550b51949b7df,blocked
558,24937,2-back places,2-back places,con_550b519cf0ebb,blocked
559,24938,2-back tools,2-back tools,con_550b51a7c499c,blocked
560,24939,2-back body parts,2-back body parts,con_550b51b041eed,blocked
561,24940,0-back correct trials,0-back correct trials,con_550b524533150,event-related
562,24941,0-back error trials,0-back error trials,con_550b52534532d,event-related
563,24942,0-back no response trials,0-back no response trials,con_550b525f91901,event-related
564,24943,2-back correct trials,2-back correct trials,con_550b526c7b603,event-related
565,24944,2-back error trials,2-back error trials,con_550b52788b465,event-related
566,24945,2-back no response trials,2-back no response trials,con_550b52861724b,event-related
567,24946,Left finger blocks,Left finger blocks,con_550b540d2ea96,None
568,24947,Right finger blocks,Right finger blocks,con_550b541683b30,None
569,24948,Left toe blocks,Left toe blocks,con_550b54243df8f,None
570,24949,Right toe blocks,Right toe blocks,con_550b542d7ef14,None
571,24950,tongue movement,tongue movement,con_550b54361e652,None
572,24951,Story,Story,con_550b54ed648e2,blocked
573,24952,Math,Math,con_550b54f4089d5,blocked
574,24953,Random Interaction,Random Interaction,con_550b558b93b30,None
575,24954,Mental Interaction,Mental Interaction,con_550b55940dfa4,None
576,24955,Relational Processing,Relational Processing,con_550b5a7eee88c,blocked
577,24956,Matching,Matching,con_550b5a86cc730,blocked
578,24957,Face,Face,con_550b5b2140faf,blocked
579,24958,Shape,Shape,con_550b5b287394c,blocked
580,24959,Mostly reward blocks,Mostly reward blocks,con_550b5c41f3442,blocked
581,24960,Mostly loss blocks,Mostly loss blocks,con_550b5c4d74cd7,blocked
582,24961,Reward trials,Reward trials,con_550b5c5ad13b9,event-related
583,24962,Loss trials,Loss trials,con_550b5c65129b1,event-related
584,24963,Neutral trials,Neutral trials,con_550b5c6fa8e76,event-related
585,24964,Go trial,Go trial,con_553fcbbea3d1c,Trials on which a go stimulus is presented and the subject is expected to respond
586,24965,Stop trial,Stop trial,con_553fcbbea4b0b,"Trials on which a stop signal is presented at some delay (stop-signal delay) following the go stimulus, and the subject is expected to stop"
587,24966,Successful Stop Trial,Successful Stop Trial,con_553fcbbea4d58,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject successfully withholds their response"
588,24967,Unsuccessful stop trial,Unsuccessful stop trial,con_553fcbbea5161,"A trial on which a stop signal is presented at a delay following the go stimulus, and the subject fails to withhold their response"
589,24968,Junk trial,Junk trial,con_553fcbbea52f9,A go trial on which subject failed to respond or responded incorrectly
590,24969,scrambled,scrambled,con_554139e235534,None
591,24970,letter string,letter string,con_554139eabf26c,None
592,24971,congruent,congruent,con_5542841f5334d,The color and word names match
593,24972,incongruent,incongruent,con_5542841f53e65,The color and word names conflict with one another
594,24973,neutral,neutral,con_5542841f55944,The word is not a color name
595,24974,face 1-back,face 1-back,con_558c32659a3e1,None
596,24975,face 2-back,face 2-back,con_558c326d31452,None
597,24976,scene 1-back,scene 1-back,con_558c3278dc907,None
598,24977,scene 2-back,scene 2-back,con_558c328005b4a,None
599,24978,Chinese character 1-back,Chinese character 1-back,con_558c328cddf52,None
600,24979,Chinese character 2-back,Chinese character 2-back,con_558c329653a9a,None
601,24980,go trials,go trials,con_558c336b97854,None
602,24981,successful stop trials,successful stop trials,con_558c3373920d1,None
603,24982,unsuccessful stop trials,unsuccessful stop trials,con_558c337e24f06,None
604,24983,motion cohrence,motion cohrence,con_558c33984dbd5,a parametric manipulation of dot motion coherence
605,24984,faces,faces,con_558c3434cf9dc,None
606,24985,body parts,body parts,con_558c343b8a62a,None
607,24986,limbs,limbs,con_558c344ab86d5,None
608,24987,houses,houses,con_558c3451526fb,None
609,24988,places,places,con_558c3456a3302,None
610,24989,cars,cars,con_558c345b994ef,None
611,24990,guitars,guitars,con_558c34620c6c0,None
612,24991,words,words,con_558c3468b0cb5,None
613,24992,numbers,numbers,con_558c3471d9a1c,None
614,24993,response,response,con_558c34808ccf8,events on which the subject made a target detection response
615,24994,Sentences,Sentences,con_558c35b971df5,None
616,24995,Nonwords,Nonwords,con_558c35c07b63e,None
617,24996,Response,Response,con_558c35cd4855e,Subject responds to the probe
618,24997,HE food choice period,HE food choice period,con_55c688e795c06,Visual presentation of high energy food stimulus
619,24998,LE food choice period,LE food choice period,con_55c6890d5a187,Visual presentation of low energy food stimulus
620,24999,antisaccade,antisaccade,con_565a2e7bd6c76,eye movements away from the fixation point
621,25000,prosaccade,prosaccade,con_565a2e7be494e,eye movements toward the fixation point
622,25001,regulate up,regulate up,con_565a31faa889e,None
623,25002,regulate down,regulate down,con_565a31faa8b7e,None
624,25003,Recent Positive,Recent Positive,con_566749b60c7c0,a member of the current trial training set and the preceding trial training set
625,25004,Recent Negative,Recent Negative,con_566749d614267,a member of the preceding trial training set but not the current trial training set
626,25005,Non-recent Positive,Non-recent Positive,con_56674a0e9d637,a member of the current trial training set but not the preceding trial training set
627,25006,Non-recent Negative,Non-recent Negative,con_56674a4005561,not a member of the current trial training set or the preceding trial training set
628,25007,Positive probe,Positive probe,con_56674c945d1ff,a letter that was in the memory set
629,25008,Negative probe,Negative probe,con_56674ca497dc6,a letter that was in the forget set
630,25009,Neutral probe,Neutral probe,con_56674cecc7de8,a letter that was not in the training set
631,25010,High-persistance (HP) environment,High-persistance (HP) environment,con_56674ea4ed756,"delays were drawn uniformly from the values 5, 10, 15, 20, 25, 30, 35, 40."
632,25011,Low-persistance (LP) environment,Low-persistance (LP) environment,con_56674ed5a5a79,"delays were set to 90 s with probability of 0.5, and otherwise drawn uniformly from the values 5, 10, 15 and 20s."
633,25012,Risk-Taking(RT),Risk-Taking(RT),con_5696acdba7dea,risk taking behavior
634,25013,Risk-Perceptions(RP),Risk-Perceptions(RP),con_5696acfd4fb4a,perceptions of risk
635,25014,Expected-Benefits(EB),Expected-Benefits(EB),con_5696ad24bf739,expected value and risk
636,25015,Finite Horizon,Finite Horizon,con_5696b19e94c9c,"small, fixed number of trials"
637,25016,Infinite Horizon,Infinite Horizon,con_5696b1b2083cd,unknown number of trials
638,25017,neutral,neutral,con_5696b640f3072,the position of the target digit is in the same position as the required hand response
639,25018,interference,interference,con_5696b66af3856,the position of the target digit is in the opposite position as the required hand response
640,25019,word reading,word reading,con_5696cded9ff2c,word reading score
641,25020,math calculation,math calculation,con_5696ce09649e2,math calculation score
642,25021,task A,task A,con_573624842b8cc,"The intention to perform task A is maintained during the delay 
phase."
643,25022,task B,task B,con_573624908dd7e," The intention to perform task B is maintained during the delay 
phase. "
644,25023,delay intention,delay intention,con_5736249fbd4e9, An intention is maintained during the delay phase. 
645,25024,no delay intention,no delay intention,con_573624acd7db1,No intention is maintained during the delay phase.
646,25025,Verbal recall Trial 3,Verbal recall Trial 3,con_5796146ecd955,The final round of immediate verbal recall
647,25026,Verbal recall delayed,Verbal recall delayed,con_579614a548c1f,Verbal recall after a delay of 10-15 minutes
648,25027,Visual recall trial 3,Visual recall trial 3,con_579614c186687,The final round of immediate visual recall
649,25028,Visual recall delayed,Visual recall delayed,con_579614d8e9c66,Visual recall after a delay of 10-15 minutes
650,25029,reverse role active,reverse role active,con_579643c7a8e63,reverse role errors for active voice sentences
651,25030,reverse role passive,reverse role passive,con_579643ddcaf30,reverse role errors for passive voice sentences
652,25031,lexical active,lexical active,con_579643ee71405,lexical errors for active voice sentences
653,25032,lexical passive,lexical passive,con_579643ff3cc11,lexical errors for passive voice sentences
654,25033,Visuspatial / Executive,Visuspatial / Executive,con_57964d06a7eff,"Alternating Trail Making, cube copying and clock drawing"
655,25034,Naming,Naming,con_57964da8a71f0,Verbal naming of line drawings of three animals
656,25035,Memory,Memory,con_57964dbfc42a6,Memorisation of five spoken words (not scored)
657,25036,Attention,Attention,con_57964e18ab6dd,"Forward and backward digit list repetition, vigilance (1-back) and serial 7s"
658,25037,Language,Language,con_57964e387e505,Sentence repetition and letter fluency
659,25038,Abstraction,Abstraction,con_57964e5816aa9,Category naming
660,25039,Delayed recall,Delayed recall,con_57964e783c81c,Recall of the five words learned earlier
661,25040,Orientation,Orientation,con_57964e8d8af88,"Date, month, year, day, place and city"
662,25041,one-step command,one-step command,con_5798ccf7ef929,None
663,25042,two-step command,two-step command,con_5798cd003e9c1,None
664,25043,three-step command,three-step command,con_5798cd0763c98,None
665,25044,four-step command,four-step command,con_5798cd14446ef,None
666,25045,five-step command,five-step command,con_5798cd1c60b32,None
667,25046,Moral dilemma,Moral dilemma,con_57ebe67799487,Presentation of moral dilemma vignette
668,25047,Control,Control,con_57ebe6857b051,Presentation of non-normal vignette
669,25048,rest,rest,con_57ebe69fdce6f,resting baseline
670,25049,BELIEF,BELIEF,con_5845ae50c90f8,stories describing false beliefs
671,25050,PHOTO,PHOTO,con_5845ae7a151ae,stories describing outdated (i.e. false) photographs and maps
672,25051,BIO,BIO,con_58a5d3341afb2,Biological motion
673,25052,SCRAM,SCRAM,con_58a5d341205d5,Scrambled motion
674,25053,Stories on intentional social norm violations,Stories on intentional social norm violations,con_58c80ce8852f9,None
675,25054,Stories on unintentional social norm violations,Stories on unintentional social norm violations,con_58c80cf6892fe,None
676,25055,Neutral social stories,Neutral social stories,con_58c80cff79ecd,None
677,25056,past events,past events,con_59ed241532991,"A set of details (e.g., person, place, object) from participants&#39; own autobiographical memories is presented on a screen and participants are asked to recall a past event in as much detail as possible"
678,25057,future events,future events,con_59ed24533aa21,"A set of details (e.g., person, place, object) that has been recombined from details of participants&#39; autobiographical memories is presented on a screen and participants are asked to imagine a novel future event in as much detail as possible"
679,41578,"CS- trial: 0% chance of aversive reinforcer, regardless of response",,con_PT07mIpde9ayt,
680,41579,"CS+ trial: aversive reinforcer administered [on 80% of trials], if no  avoidance response made",,con_Vy4e1x3SzIekH,
681,41580,"GS trial: 0% chance of aversive reinforcer, regardless of response",,con_DzqO65o0FRLb3,
682,45680,Decision,,con_9w7FbLYnIlNWZ,
683,47683,Food image viewing,,con_j5Vu7JR7tM4RV,
684,47684,Non-food image viewing,,con_VuCuA0qAoSPkA,
